Station,Year,Month,Day,Hour,Waterlevel,Station.1,Year.1,Month.1,Day.1,Hour.1,Waterlevel.1,Waterlevel.2,Station.2,Year.2,Month.2,Day.2,Hour.2,Waterlevel.3,Date_Time,RF-Station,RF-Intensity,RF-Intensity.1,RF-Station.1,RF-Intensity.2,RF-Intensity.3,Humidity,Precipitation,Temperature,Temperature.1,Humidity.1,Precipitation.1,Temperature.2,Humidity.2,Precipitation.2
Nangka,2023,11,17,19,15.93,Sto Nino,2023,11,17,19,11.66,11.66,Montalban,2023,11,17,19,21.56,2023-11-17 19:00:00,Nangka,0.0,0.0,Mt. Oro,0.0,0.0,15.162494813245305,0,28.9,28.9,15.162494813245305,0,28.9,15.162494813245305,0
