Datetime,MAE,P.Waterlevel,P.Waterlevel-1,P.Waterlevel-2,P.Waterlevel-3,T.Waterlevel,T.Waterlevel-1,T.Waterlevel-2,T.Waterlevel-3
2018-03-11 06:00:00,0.12078526282349579,15.82657241821289,12.27177619934082,12.264638900756836,21.25956153869629,15.830052428506582,12.36035,12.36035,21.175583333333336
2018-03-11 12:00:00,0.12116594867989723,15.82616901397705,12.26980209350586,12.262601852416992,21.25768280029297,15.83004766227871,12.358933333333333,12.358933333333333,21.175416666666667
2018-03-11 18:00:00,0.12150337143722931,15.825760841369629,12.267654418945312,12.260396003723145,21.255645751953125,15.830043123014072,12.3576,12.3576,21.175333333333334
2018-03-12 00:00:00,0.12186023792006163,15.825401306152344,12.26438045501709,12.257219314575195,21.252639770507812,15.830038810712665,12.356183333333332,12.356183333333332,21.175250000000002
2018-03-12 06:00:00,0.1222046733312993,15.824929237365723,12.262514114379883,12.255244255065918,21.250843048095703,15.83003472537449,12.354766666666666,12.354766666666666,21.17516666666667
2018-03-12 12:00:00,0.12248243701414457,15.824422836303711,12.261054992675781,12.253623962402344,21.249401092529297,15.830030866999547,12.353433333333333,12.353433333333333,21.17508333333333
2018-03-12 18:00:00,0.1228336938481294,15.824078559875488,12.25808334350586,12.250743865966797,21.246671676635742,15.830027235587835,12.352100000000002,12.352100000000002,21.175
2018-03-13 00:00:00,0.12318452217312872,15.823758125305176,12.255008697509766,12.247795104980469,21.243871688842773,15.830023831139354,12.350766666666667,12.350766666666667,21.174916666666668
2018-03-13 06:00:00,0.12345459071572606,15.823348045349121,12.252518653869629,12.245317459106445,21.241554260253906,15.83002065365411,12.349433333333334,12.349433333333334,21.174833333333332
2018-03-13 12:00:00,0.12362273675674022,15.822916984558105,12.250244140625,12.243021965026855,21.239416122436523,15.830017703132093,12.348099999999999,12.348099999999999,21.174750000000003
2018-03-13 18:00:00,0.12384154921198062,15.822369575500488,12.248875617980957,12.241475105285645,21.238046646118164,15.83001497957331,12.346766666666667,12.346766666666667,21.17466666666667
2018-03-14 00:00:00,0.12402917119403387,15.821903228759766,12.246559143066406,12.239128112792969,21.23585319519043,15.830012482977759,12.345433333333334,12.345433333333334,21.17458333333333
2018-03-14 06:00:00,0.12416139835251486,15.8214750289917,12.244131088256836,12.236699104309082,21.233564376831055,15.830010213345439,12.3441,12.3441,21.174500000000002
2018-03-14 12:00:00,0.12426620680739894,15.821015357971191,12.241990089416504,12.234509468078613,21.231508255004883,15.830008170676349,12.342766666666666,12.342766666666666,21.174416666666666
2018-03-14 18:00:00,0.12440641789661358,15.820455551147461,12.240245819091797,12.23261833190918,21.22976303100586,15.830006354970495,12.341516666666669,12.341516666666669,21.174333333333333
2018-03-15 00:00:00,0.12450911286160549,15.819933891296387,12.238900184631348,12.231112480163574,21.228384017944336,15.830004766227871,12.340266666666668,12.340266666666668,21.174250000000004
2018-03-15 06:00:00,0.12464142261150177,15.819391250610352,12.237706184387207,12.229734420776367,21.22713851928711,15.83000340444848,12.339016666666668,12.339016666666668,21.174166666666665
2018-03-15 12:00:00,0.12480501107926362,15.818900108337402,12.236047744750977,12.227970123291016,21.225488662719727,15.830002269632319,12.337766666666665,12.337766666666665,21.174083333333336
2018-03-15 18:00:00,0.12488900679360754,15.818425178527832,12.23399829864502,12.225859642028809,21.22348976135254,15.830001361779392,12.336683333333333,12.336683333333333,21.174
2018-03-16 00:00:00,0.12493191370781183,15.817808151245117,12.232712745666504,12.224365234375,21.222122192382812,15.830000680889695,12.335516666666669,12.335516666666669,21.173916666666667
2018-03-16 06:00:00,0.12497949405262405,15.817307472229004,12.230571746826172,12.222151756286621,21.22002601623535,15.83000022696323,12.33435,12.33435,21.173833333333334
2018-03-16 12:00:00,0.1250607686311227,15.816950798034668,12.22801399230957,12.21964168548584,21.217599868774414,15.83,12.333266666666667,12.333266666666667,21.173750000000002
2018-03-16 18:00:00,0.12512600591588904,15.816902160644531,12.223502159118652,12.21554946899414,21.213529586791992,15.83,12.332183333333331,12.332183333333331,21.173666666666666
2018-03-17 00:00:00,0.12514583863223047,15.816123962402344,12.22356128692627,12.21517562866211,21.21331214904785,15.83,12.331016666666669,12.331016666666669,21.173583333333337
2018-03-17 06:00:00,0.12517548252035074,15.81576156616211,12.221695899963379,12.213363647460938,21.211503982543945,15.83,12.32985,12.32985,21.173499999999997
2018-03-17 12:00:00,0.1251601352790551,15.815308570861816,12.219433784484863,12.21107292175293,21.209299087524414,15.83,12.328766666666667,12.328766666666667,21.173416666666665
2018-03-17 18:00:00,0.12513466213579544,15.814610481262207,12.218470573425293,12.209843635559082,21.208208084106445,15.83,12.327766666666665,12.327766666666665,21.173333333333336
2018-03-18 00:00:00,0.1250573836305407,15.814075469970703,12.216384887695312,12.20767879486084,21.206151962280273,15.83,12.326766666666668,12.326766666666668,21.173250000000003
2018-03-18 06:00:00,0.1250064115248787,15.813738822937012,12.213125228881836,12.2045316696167,21.203073501586914,15.83,12.325766666666668,12.325766666666668,21.173166666666667
2018-03-18 12:00:00,0.1249766568537113,15.813348770141602,12.210434913635254,12.201889991760254,21.200496673583984,15.83,12.324666666666667,12.324666666666667,21.173083333333338
2018-03-18 18:00:00,0.12489378161960187,15.81281852722168,12.208330154418945,12.199706077575684,21.198413848876953,15.83,12.323916666666667,12.323916666666667,21.173
2018-03-19 00:00:00,0.12479213439093706,15.812318801879883,12.205924987792969,12.197281837463379,21.196060180664062,15.83,12.323,12.323,21.172916666666666
2018-03-19 06:00:00,0.12469886956391522,15.810874938964844,12.207100868225098,12.197793006896973,21.196775436401367,15.83,12.322083333333333,12.322083333333333,21.172833333333337
2018-03-19 12:00:00,0.12467891664151808,15.810523986816406,12.204343795776367,12.195121765136719,21.194143295288086,15.83,12.321250000000001,12.321250000000001,21.172750000000004
2018-03-19 18:00:00,0.12465942026774107,15.810247421264648,12.20120620727539,12.192123413085938,21.191177368164062,15.83,12.32075,12.32075,21.172666666666668
2018-03-20 00:00:00,0.12461928776635084,15.809669494628906,12.199121475219727,12.190027236938477,21.189123153686523,15.83,12.320083333333335,12.320083333333335,21.17258333333334
2018-03-20 06:00:00,0.12459794835691114,15.809155464172363,12.196887969970703,12.187811851501465,21.186948776245117,15.83,12.319416666666665,12.319416666666665,21.172500000000003
2018-03-20 12:00:00,0.12459743230607784,15.808899879455566,12.194029808044434,12.185089111328125,21.184249877929688,15.83,12.318833333333336,12.318833333333336,21.172416666666667
2018-03-20 18:00:00,0.12461275887665932,15.808940887451172,12.189970970153809,12.18133544921875,21.180500030517578,15.83,12.318416666666668,12.318416666666668,21.17233333333333
2018-03-21 00:00:00,0.12461590208124249,15.808698654174805,12.186790466308594,12.17833137512207,21.177501678466797,15.83,12.317916666666667,12.317916666666667,21.172250000000002
2018-03-21 06:00:00,0.12464369245458551,15.80813980102539,12.18494987487793,12.176464080810547,21.17564582824707,15.83,12.317416666666666,12.317416666666666,21.17216666666667
2018-03-21 12:00:00,0.12467636795750386,15.807760238647461,12.18273639678955,12.174309730529785,21.17348861694336,15.83,12.317,12.317,21.172083333333333
2018-03-21 18:00:00,0.12469690450032575,15.807402610778809,12.180387496948242,12.172048568725586,21.17121696472168,15.83,12.316583333333336,12.316583333333336,21.172000000000004
2018-03-22 00:00:00,0.12471125668066531,15.806814193725586,12.178805351257324,12.170446395874023,21.169591903686523,15.83,12.316166666666668,12.316166666666668,21.171916666666668
2018-03-22 06:00:00,0.12474391535653026,15.806170463562012,12.17730712890625,12.16892147064209,21.168041229248047,15.83,12.315750000000001,12.315750000000001,21.171833333333332
2018-03-22 12:00:00,0.12480624855889222,15.805743217468262,12.175114631652832,12.166799545288086,21.1658935546875,15.83,12.315333333333333,12.315333333333333,21.17175
2018-03-22 18:00:00,0.12485894271002884,15.805420875549316,12.172480583190918,12.164294242858887,21.163362503051758,15.83,12.315,12.315,21.17166666666667
2018-03-23 00:00:00,0.12490888945261655,15.804930686950684,12.170074462890625,12.161958694458008,21.160991668701172,15.83,12.314583333333335,12.314583333333335,21.171583333333334
2018-03-23 06:00:00,0.12495947513933552,15.804409980773926,12.16775894165039,12.159724235534668,21.158720016479492,15.83,12.314166666666667,12.314166666666667,21.1715
2018-03-23 12:00:00,0.1250303377080848,15.804080963134766,12.165190696716309,12.15730094909668,21.1562442779541,15.83,12.313833333333333,12.313833333333333,21.171416666666673
2018-03-23 18:00:00,0.12508965821089577,15.803812980651855,12.162585258483887,12.154857635498047,21.153743743896484,15.83,12.309583333333334,12.309583333333334,21.171333333333333
2018-03-24 00:00:00,0.12516087595621758,15.803256034851074,12.160541534423828,12.152899742126465,21.151716232299805,15.83,12.30925,12.30925,21.17125
2018-03-24 06:00:00,0.12524107592194172,15.802695274353027,12.15847396850586,12.150920867919922,21.149654388427734,15.83,12.309083333333335,12.309083333333335,21.171166666666668
2018-03-24 12:00:00,0.1253312517978528,15.802292823791504,12.156092643737793,12.148685455322266,21.1473445892334,15.83,12.30475,12.30475,21.171083333333335
