Datetime,MAE,P_Waterlevel,P_Waterlevel.1,P_Waterlevel.2,P_Waterlevel.3,T_Waterlevel,T_Waterlevel.1,T_Waterlevel.2,T_Waterlevel.3
2022-01-23,0.2533212710576187,15.887760162353516,12.581856727600098,12.59067440032959,21.53688621520996,15.817157283288651,12.743126284875183,12.743126284875183,21.755499999999998
2022-01-24,0.253343409896302,15.888809204101562,12.587779998779297,12.59682846069336,21.54188346862793,15.816529937444148,12.738713656387665,12.738713656387665,21.755499999999998
2022-01-25,0.2543263434709349,15.889816284179688,12.592252731323242,12.601618766784668,21.545713424682617,15.815339588918677,12.729195301027902,12.729195301027902,21.755499999999998
2022-01-26,0.2563082284912822,15.89123249053955,12.590916633605957,12.600743293762207,21.54485511779785,15.814235031277926,12.71897503671072,12.71897503671072,21.755166666666664
2022-01-27,0.25862046528093224,15.892005920410156,12.587249755859375,12.598112106323242,21.54239273071289,15.864258489722967,12.760504772393539,12.760504772393539,21.811416666666666
2022-01-28,0.2616124439925027,15.892484664916992,12.577576637268066,12.589759826660156,21.5351505279541,15.905056523681859,12.783604258443466,12.783604258443466,21.849125
2022-01-29,0.264316965789622,15.892486572265625,12.55965518951416,12.573346138000488,21.5213680267334,15.980607015192136,12.803599118942733,12.803599118942733,21.870625
2022-01-30,0.2662821379470752,15.8917818069458,12.55773639678955,12.571046829223633,21.51961898803711,16.05624329758713,12.802991556534506,12.802991556534506,21.87470833333333
2022-01-31,0.26824390347592253,15.891121864318848,12.555506706237793,12.56856918334961,21.517724990844727,16.131965370866844,12.799511747430248,12.799511747430248,21.878375
2022-02-01,0.26970138533581917,15.890381813049316,12.549744606018066,12.562713623046875,21.513046264648438,16.188856568364614,12.79354992657856,12.79354992657856,21.882041666666666
2022-02-02,0.2707247960579137,15.8893404006958,12.547370910644531,12.559826850891113,21.51091957092285,16.208083556747095,12.787696402349486,12.787696402349486,21.885708333333334
2022-02-03,0.271587365814352,15.888989448547363,12.534896850585938,12.547921180725098,21.501102447509766,16.2083963360143,12.779110866372982,12.779110866372982,21.889374999999998
2022-02-04,0.27238882922323837,15.888589859008789,12.509671211242676,12.524455070495605,21.481121063232422,16.208878239499555,12.770740088105727,12.770740088105727,21.89304166666666
2022-02-05,0.27316830069012266,15.88687515258789,12.50283145904541,12.516992568969727,21.475170135498047,16.20927926720286,12.761334067547724,12.761334067547724,21.896708333333333
2022-02-06,0.27363235312300604,15.885167121887207,12.496569633483887,12.510035514831543,21.469606399536133,16.209516085790884,12.751309471365637,12.751309471365637,21.900291666666668
2022-02-07,0.27407050932425026,15.883342742919922,12.490693092346191,12.50334644317627,21.464262008666992,16.209833333333332,12.739916299559471,12.739916299559471,21.903624999999998
2022-02-08,0.27464682126928247,15.881867408752441,12.483621597290039,12.495866775512695,21.458106994628906,16.210166666666666,12.727083333333333,12.727083333333333,21.906958333333332
2022-02-09,0.2751266441875033,15.880797386169434,12.47421646118164,12.48661994934082,21.45024299621582,16.210333333333335,12.714333333333334,12.714333333333334,21.908624999999997
2022-02-10,0.27565200125023165,15.879593849182129,12.46161937713623,12.474361419677734,21.43975067138672,16.206166666666668,12.692833333333333,12.692833333333333,21.906291666666664
2022-02-11,0.2763070162949738,15.878129005432129,12.453920364379883,12.466348648071289,21.43299102783203,16.203500000000002,12.672416666666667,12.672416666666667,21.90145833333333
2022-02-12,0.27642888188185505,15.876602172851562,12.444249153137207,12.456559181213379,21.42475128173828,16.203833333333332,12.655833333333334,12.655833333333334,21.90479166666666
2022-02-13,0.27585737822144113,15.874295234680176,12.430317878723145,12.442330360412598,21.41270637512207,16.204166666666666,12.639583333333333,12.639583333333333,21.908125000000002
2022-02-14,0.2748213992719296,15.871368408203125,12.417106628417969,12.428247451782227,21.400800704956055,16.2045,12.624416666666665,12.624416666666665,21.911458333333332
2022-02-15,0.2730776188214619,15.868553161621094,12.404830932617188,12.415069580078125,21.389610290527344,16.204833333333333,12.607583333333332,12.607583333333332,21.914958333333335
2022-02-16,0.2708867890534576,15.865704536437988,12.391056060791016,12.40049934387207,21.377113342285156,16.205166666666667,12.590333333333335,12.590333333333335,21.91829166666667
2022-02-17,0.2685947198549905,15.862802505493164,12.377151489257812,12.385761260986328,21.36441993713379,16.2055,12.575083333333334,12.575083333333334,21.921625
2022-02-18,0.26572885776802324,15.86007308959961,12.358123779296875,12.366731643676758,21.347532272338867,16.205833333333334,12.561666666666667,12.561666666666667,21.924958333333333
2022-02-19,0.2621909708835459,15.857175827026367,12.34106159210205,12.349366188049316,21.332107543945312,16.206166666666668,12.548166666666667,12.548166666666667,21.928291666666667
2022-02-20,0.25840582964508607,15.854262351989746,12.328227996826172,12.335752487182617,21.320077896118164,16.2065,12.535166666666667,12.535166666666667,21.931625
2022-02-21,0.25499172160890354,15.851940155029297,12.315035820007324,12.322311401367188,21.30804443359375,16.206833333333336,12.52375,12.52375,21.93495833333333
2022-02-22,0.251047006257375,15.849642753601074,12.30208683013916,12.309096336364746,21.29612159729004,16.20716666666667,12.510833333333332,12.510833333333332,21.938291666666665
2022-02-23,0.24741018645321874,15.84738540649414,12.289116859436035,12.295886993408203,21.284069061279297,16.2075,12.4985,12.4985,21.941625000000002
2022-02-24,0.24325714989768127,15.845032691955566,12.277328491210938,12.28365707397461,21.272920608520508,16.207833333333333,12.486749999999999,12.486749999999999,21.945208333333337
2022-02-25,0.23907457989586714,15.84248161315918,12.267671585083008,12.273097038269043,21.263416290283203,16.208166666666667,12.475166666666667,12.475166666666667,21.948874999999997
